id,mood_category,verse_key,text,fullVerse,ref,status,devotional,prayer,createdAt,updatedAt,note
607,overwhelmed,overwhelmed-phil4_6-7,Be careful for nothing...,"Be careful for nothing; but in every thing by prayer and supplication with thanksgiving let your requests be made known unto God. And the peace of God, which passeth all understanding, shall keep your hearts and minds through Christ Jesus.",Philippians 4:6-7,published,Turn overwhelm into prayer — God’s peace guards your heart.,"Lord, I bring my anxieties to You in prayer. Let Your peace guard me. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Peace beyond understanding.
608,overwhelmed,overwhelmed-ps143_4,Therefore is my spirit overwhelmed...,Therefore is my spirit overwhelmed within me; my heart within me is desolate.,Psalm 143:4,published,God understands when your spirit feels completely overwhelmed.,"Father, my spirit is overwhelmed. Comfort and guide me. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He knows overwhelm.
609,overwhelmed,overwhelmed-ps142_3,When my spirit was overwhelmed...,"When my spirit was overwhelmed within me, then thou knewest my path...",Psalm 142:3,published,"Even in overwhelm, God knows your way forward.","Lord, when my spirit is overwhelmed, You know my path. Lead me. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He knows the path.
610,overwhelmed,overwhelmed-jn16_33,In the world ye shall have tribulation...,"These things I have spoken unto you, that in me ye might have peace. In the world ye shall have tribulation: but be of good cheer; I have overcome the world.",John 16:33,published,Jesus gives peace amid tribulation — He has overcome.,"Jesus, in my tribulation, give me peace. You have overcome. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Peace in the Overcomer.
611,overwhelmed,overwhelmed-isa41_10,Fear thou not; for I am with thee...,"Fear thou not; for I am with thee: be not dismayed; for I am thy God: I will strengthen thee; yea, I will help thee; yea, I will uphold thee with the right hand of my righteousness.",Isaiah 41:10,published,God’s presence strengthens and upholds when you feel weak.,"Lord, I am dismayed. Strengthen, help, and uphold me. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Uphold by His hand.
612,overwhelmed,overwhelmed-ps62_8,Trust in him at all times...,"Trust in him at all times; ye people, pour out your heart before him: God is a refuge for us.",Psalm 62:8,published,Pour out your overwhelmed heart — God is your refuge.,"Lord, I pour out my heart to You. Be my refuge. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Pour out — He listens.
613,overwhelmed,overwhelmed-2cor12_9,My grace is sufficient for thee...,"And he said unto me, My grace is sufficient for thee: for my strength is made perfect in weakness...",2 Corinthians 12:9,published,God’s grace is enough — His strength shines in your weakness.,"Lord, Your grace is sufficient. Perfect Your strength in my weakness. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Grace sufficient.
614,overwhelmed,overwhelmed-ps119_28,My soul melteth for heaviness...,My soul melteth for heaviness: strengthen thou me according unto thy word.,Psalm 119:28,published,"When your soul melts under pressure, God’s Word strengthens.","Father, my soul melts with heaviness. Strengthen me by Your Word. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Strength from Word.
615,overwhelmed,overwhelmed-ps102_1-2,"Hear my prayer, O LORD...","Hear my prayer, O LORD, and let my cry come unto thee. Hide not thy face from me in the day when I am in trouble...",Psalm 102:1-2,published,Your cry reaches God — He does not hide in distress.,"Lord, hear my prayer and cry. Do not hide in this trouble. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Cry is heard.
616,overwhelmed,overwhelmed-ps25_16-17,Turn thee unto me...,"Turn thee unto me, and have mercy upon me; for I am desolate and afflicted. The troubles of my heart are enlarged...",Psalm 25:16-17,published,"In enlarged troubles, ask God to turn with mercy.","Lord, turn to me in my affliction. Have mercy on my enlarged troubles. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Mercy in trouble.
617,overwhelmed,overwhelmed-ps69_29,But I am poor and sorrowful...,"But I am poor and sorrowful: let thy salvation, O God, set me up on high.",Psalm 69:29,published,"When poor and overwhelmed, God lifts you high.","Father, I am poor and sorrowful. Set me up high in Your salvation. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Lifted high.
618,overwhelmed,overwhelmed-ps86_7,In the day of my trouble...,In the day of my trouble I will call upon thee: for thou wilt answer me.,Psalm 86:7,published,Call in the day of trouble — God answers.,"Lord, in this day of trouble I call on You. Answer me. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Answer in trouble.
619,overwhelmed,overwhelmed-ps145_18,The LORD is nigh unto all them...,"The LORD is nigh unto all them that call upon him, to all that call upon him in truth.",Psalm 145:18,published,God is near to every true cry — call in overwhelm.,"Lord, I call upon You in truth. Draw near to me. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Near to callers.
620,overwhelmed,overwhelmed-ps91_15,He shall call upon me...,"He shall call upon me, and I will answer him: I will be with him in trouble; I will deliver him, and honour him.",Psalm 91:15,published,"Call — God answers, stays, delivers, and honors.","Lord, I call on You. Be with me in trouble and deliver me. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Deliverance promised.
621,overwhelmed,overwhelmed-ps34_17,The righteous cry...,"The righteous cry, and the LORD heareth, and delivereth them out of all their troubles.",Psalm 34:17,published,Your cry reaches God — He delivers from every trouble.,"Lord, I cry to You. Hear and deliver me from all troubles. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Deliverance from troubles.
622,overwhelmed,overwhelmed-isa43_2,When thou passest through the waters...,"When thou passest through the waters, I will be with thee; and through the rivers, they shall not overflow thee...",Isaiah 43:2,published,God walks with you through overwhelming waters — they will not overflow.,"Lord, be with me through these waters. Keep them from overflowing. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Not overflowed.
623,overwhelmed,overwhelmed-ps18_6,In my distress I called upon the LORD...,"In my distress I called upon the LORD, and cried unto my God: he heard my voice out of his temple...",Psalm 18:6,published,"From His temple, God hears your distressed cry.","Lord, in distress I call. Hear my voice. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Heard from temple.
624,overwhelmed,overwhelmed-ps57_1,"Be merciful unto me, O God...","Be merciful unto me, O God, be merciful unto me: for my soul trusteth in thee: yea, in the shadow of thy wings will I make my refuge...",Psalm 57:1,published,Find refuge in God’s wings when overwhelmed.,"Father, be merciful. I trust in You and take refuge under Your wings. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Refuge in wings.
625,overwhelmed,overwhelmed-ps142_5,"I cried unto thee, O LORD...","I cried unto thee, O LORD: I said, Thou art my refuge and my portion in the land of the living.",Psalm 142:5,published,Cry to God — He is your refuge and portion.,"Lord, You are my refuge and portion. Hear my cry. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Portion in living.
626,overwhelmed,overwhelmed-ps9_9,The LORD also will be a refuge...,"The LORD also will be a refuge for the oppressed, a refuge in times of trouble.",Psalm 9:9,published,God is refuge for the oppressed and stressed.,"Lord, be my refuge in this time of trouble. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Refuge for oppressed.
627,overwhelmed,overwhelmed-ps46_10,"Be still, and know that I am God...","Be still, and know that I am God: I will be exalted among the heathen, I will be exalted in the earth.",Psalm 46:10,published,"In chaos, be still — know He is God.","Lord, help me be still and know that You are God. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Be still.
628,overwhelmed,overwhelmed-exod14_14,The LORD shall fight for you...,"The LORD shall fight for you, and ye shall hold your peace.",Exodus 14:14,published,Let God fight — you can rest in peace.,"Lord, fight for me today. Help me hold my peace. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He fights.
629,overwhelmed,overwhelmed-deut31_8,"And the LORD, he it is that doth go before thee...","And the LORD, he it is that doth go before thee; he will be with thee, he will not fail thee, neither forsake thee: fear not, neither be dismayed.",Deuteronomy 31:8,published,God goes before you — no failure or forsaking.,"Lord, go before me. I will not fear or be dismayed. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He goes before.
630,overwhelmed,overwhelmed-ps37_5,Commit thy way unto the LORD...,Commit thy way unto the LORD; trust also in him; and he shall bring it to pass.,Psalm 37:5,published,Commit your overwhelmed path to God — trust Him to act.,"Lord, I commit my way to You. Bring it to pass. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He brings to pass.
631,overwhelmed,overwhelmed-ps4_8,I will both lay me down in peace...,"I will both lay me down in peace, and sleep: for thou, LORD, only makest me dwell in safety.",Psalm 4:8,published,Sleep in peace — God keeps you safe.,"Lord, I lay down in peace because You keep me safe. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Peaceful sleep.
632,overwhelmed,overwhelmed-isa26_3,Thou wilt keep him in perfect peace...,"Thou wilt keep him in perfect peace, whose mind is stayed on thee: because he trusteth in thee.",Isaiah 26:3,published,Perfect peace for minds fixed on God.,"Lord, keep me in perfect peace as I trust in You. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Perfect peace.
633,overwhelmed,overwhelmed-ps23_1-2,The LORD is my shepherd...,The LORD is my shepherd; I shall not want. He maketh me to lie down in green pastures: he leadeth me beside the still waters.,Psalm 23:1-2,published,The Shepherd provides rest and calm waters.,"Lord, my Shepherd, lead me beside still waters. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Still waters.
634,overwhelmed,overwhelmed-matt6_34,Take therefore no thought for the morrow...,Take therefore no thought for the morrow: for the morrow shall take thought for the things of itself...,Matthew 6:34,published,Let tomorrow worry about itself — focus on today.,"Jesus, help me not worry about tomorrow. Give me today’s strength. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,One day at a time.
635,overwhelmed,overwhelmed-ps121_1-2,I will lift up mine eyes unto the hills...,"I will lift up mine eyes unto the hills, from whence cometh my help. My help cometh from the LORD...",Psalm 121:1-2,published,Look up — your help comes from the Lord.,"Lord, I lift my eyes to You. My help comes from You. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Help from above.
636,overwhelmed,overwhelmed-ps28_7,The LORD is my strength...,"The LORD is my strength and my shield; my heart trusted in him, and I am helped...",Psalm 28:7,published,Trust brings help and strength when weak.,"Lord, You are my strength and shield. I trust and am helped. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Strength and shield.
637,overwhelmed,overwhelmed-2tim4_17,Notwithstanding the Lord stood with me...,"Notwithstanding the Lord stood with me, and strengthened me...",2 Timothy 4:17,published,The Lord stands with you and strengthens in distress.,"Lord, stand with me and strengthen me now. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He stands.
638,overwhelmed,overwhelmed-ps138_7,Though I walk in the midst of trouble...,"Though I walk in the midst of trouble, thou wilt revive me...",Psalm 138:7,published,God revives you in the midst of trouble.,"Lord, in the midst of trouble, revive me. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Revival in trouble.
639,overwhelmed,overwhelmed-ps94_19,In the multitude of my thoughts...,In the multitude of my thoughts within me thy comforts delight my soul.,Psalm 94:19,published,God’s comforts delight when thoughts multiply.,"Lord, in my many anxious thoughts, let Your comforts delight me. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Comforts delight.
640,overwhelmed,overwhelmed-ps73_26,My flesh and my heart faileth...,"My flesh and my heart faileth: but God is the strength of my heart, and my portion for ever.",Psalm 73:26,published,"When body and heart fail, God is your strength.","Lord, when my heart fails, be my strength and portion. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Strength of heart.
641,overwhelmed,overwhelmed-jer29_11,For I know the thoughts that I think toward you...,"For I know the thoughts that I think toward you, saith the LORD, thoughts of peace, and not of evil, to give you an expected end.",Jeremiah 29:11,published,God’s thoughts are for your peace and future.,"Father, thank You for thoughts of peace toward me. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Thoughts of peace.
642,overwhelmed,overwhelmed-rom8_28,And we know that all things work together...,And we know that all things work together for good to them that love God...,Romans 8:28,published,Even overwhelm works for good in God’s hands.,"Lord, work all things for good in my life. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,All for good.
643,overwhelmed,overwhelmed-ps27_14,Wait on the LORD...,"Wait on the LORD: be of good courage, and he shall strengthen thine heart: wait, I say, on the LORD.",Psalm 27:14,published,Wait with courage — strength comes.,"Lord, I wait on You. Strengthen my heart with courage. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Courage while waiting.
644,overwhelmed,overwhelmed-ps31_24,Be of good courage...,"Be of good courage, and he shall strengthen your heart, all ye that hope in the LORD.",Psalm 31:24,published,Hope in God brings courage and strength.,"Lord, I hope in You. Strengthen my heart with courage. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Strength for hopers.
645,overwhelmed,overwhelmed-ps34_4,"I sought the LORD, and he heard me...","I sought the LORD, and he heard me, and delivered me from all my fears.",Psalm 34:4,published,Seek Him — fears are delivered.,"Lord, I seek You. Deliver me from all fears. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Delivered from fears.
646,overwhelmed,overwhelmed-ps50_15,And call upon me in the day of trouble...,"And call upon me in the day of trouble: I will deliver thee, and thou shalt glorify me.",Psalm 50:15,published,Call in trouble — deliverance and glory follow.,"Lord, I call in trouble. Deliver me so I may glorify You. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Call and deliver.
647,overwhelmed,overwhelmed-ps57_2,I will cry unto God most high...,I will cry unto God most high; unto God that performeth all things for me.,Psalm 57:2,published,Cry to the Most High — He performs all for you.,"Lord Most High, I cry to You. Perform all things for me. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,He performs.
648,overwhelmed,overwhelmed-ps138_3,In the day when I cried...,"In the day when I cried thou answeredst me, and strengthenedst me with strength in my soul.",Psalm 138:3,published,God answers cries and strengthens your soul.,"Lord, You answer and strengthen my soul. Thank You. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Soul strengthened.
649,overwhelmed,overwhelmed-isa30_15,In returning and rest shall ye be saved...,"For thus saith the Lord GOD, the Holy One of Israel; In returning and rest shall ye be saved; in quietness and in confidence shall be your strength...",Isaiah 30:15,published,Rest and quietness bring strength and salvation.,"Lord, help me return to rest and quiet confidence in You. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Strength in rest.
650,overwhelmed,overwhelmed-ps4_4,"Stand in awe, and sin not...","Stand in awe, and sin not: commune with your own heart upon your bed, and be still.",Psalm 4:4,published,Be still and commune with God — peace follows.,"Lord, I stand in awe and be still. Commune with me. Amen.",2026-01-14 10:00:00,2026-01-14 10:00:00,Be still.
